========================================
Signal Quality Analysis – futures mode
Generated: Tue May 12 17:41:44 CEST 2026
========================================
2026-05-12 16:28:53,813 [INFO] SIGNAL GIGGLE/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:28:54,737 [INFO] SIGNAL PENDLE/USDT → SELL | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:28:55,609 [INFO] SIGNAL QTUM/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=+0.219 regime=RANGING)
2026-05-12 16:28:57,730 [INFO] SIGNAL DASH/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=-0.197 regime=RANGING)
2026-05-12 16:28:58,668 [INFO] SIGNAL ORDI/USDT → BUY | conf=0.46 agree=2/2 | REJECTED: conf=0.46 < 0.54
2026-05-12 16:28:59,415 [INFO] SIGNAL EUL/USDT → SELL | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:29:36,540 [INFO] SIGNAL BTC/USDT → SELL | conf=0.44 agree=2/2 | REJECTED: conf=0.44 < 0.54
2026-05-12 16:29:37,382 [INFO] SIGNAL ETH/USDT → BUY | conf=0.38 agree=2/2 | REJECTED: conf=0.38 < 0.54
2026-05-12 16:29:38,150 [INFO] SIGNAL BNB/USDT → BUY | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:29:38,970 [INFO] SIGNAL XRP/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:29:39,844 [INFO] SIGNAL AVAX/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=+0.241 regime=RANGING)
2026-05-12 16:29:40,708 [INFO] SIGNAL DOT/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:29:41,457 [INFO] SIGNAL MOVR/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:29:42,338 [INFO] SIGNAL INJ/USDT → SELL | conf=0.44 agree=2/2 | REJECTED: conf=0.44 < 0.54
2026-05-12 16:29:43,089 [INFO] SIGNAL GIGGLE/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:29:43,816 [INFO] SIGNAL PENDLE/USDT → SELL | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:29:44,618 [INFO] SIGNAL QTUM/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=+0.219 regime=RANGING)
2026-05-12 16:29:45,379 [INFO] SIGNAL DASH/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=-0.197 regime=RANGING)
2026-05-12 16:29:46,182 [INFO] SIGNAL ORDI/USDT → BUY | conf=0.46 agree=2/2 | REJECTED: conf=0.46 < 0.54
2026-05-12 16:29:47,008 [INFO] SIGNAL EUL/USDT → SELL | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:30:24,987 [INFO] SIGNAL BTC/USDT → SELL | conf=0.42 agree=2/2 | REJECTED: conf=0.42 < 0.54
2026-05-12 16:30:25,803 [INFO] SIGNAL ETH/USDT → BUY | conf=0.42 agree=2/2 | REJECTED: conf=0.42 < 0.54
2026-05-12 16:30:26,623 [INFO] SIGNAL BNB/USDT → BUY | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:30:27,574 [INFO] SIGNAL XRP/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:30:28,451 [INFO] SIGNAL AVAX/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:30:29,310 [INFO] SIGNAL DOT/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:30:30,166 [INFO] SIGNAL MOVR/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:30:30,937 [INFO] SIGNAL INJ/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=+0.250 regime=RANGING)
2026-05-12 16:30:31,755 [INFO] SIGNAL GIGGLE/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:30:32,618 [INFO] SIGNAL PENDLE/USDT → SELL | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:30:33,385 [INFO] SIGNAL QTUM/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:30:34,247 [INFO] SIGNAL DASH/USDT → BUY | conf=0.48 agree=2/2 | REJECTED: conf=0.48 < 0.54
2026-05-12 16:30:35,099 [INFO] SIGNAL ORDI/USDT → BUY | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:30:35,972 [INFO] SIGNAL EUL/USDT → SELL | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:31:13,483 [INFO] SIGNAL BTC/USDT → SELL | conf=0.42 agree=2/2 | REJECTED: conf=0.42 < 0.54
2026-05-12 16:31:14,330 [INFO] SIGNAL ETH/USDT → BUY | conf=0.42 agree=2/2 | REJECTED: conf=0.42 < 0.54
2026-05-12 16:31:15,301 [INFO] SIGNAL BNB/USDT → BUY | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:31:16,210 [INFO] SIGNAL XRP/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:31:17,076 [INFO] SIGNAL AVAX/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:31:17,914 [INFO] SIGNAL DOT/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:31:18,850 [INFO] SIGNAL MOVR/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:31:19,624 [INFO] SIGNAL INJ/USDT → HOLD | conf=0.35 agree=1/2 | HOLD (net=+0.250 regime=RANGING)
2026-05-12 16:31:20,501 [INFO] SIGNAL GIGGLE/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:31:21,447 [INFO] SIGNAL PENDLE/USDT → SELL | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:31:22,421 [INFO] SIGNAL QTUM/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:31:23,372 [INFO] SIGNAL DASH/USDT → BUY | conf=0.48 agree=2/2 | REJECTED: conf=0.48 < 0.54
2026-05-12 16:31:24,350 [INFO] SIGNAL ORDI/USDT → BUY | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:31:25,232 [INFO] SIGNAL EUL/USDT → SELL | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:32:05,992 [INFO] SIGNAL BTC/USDT → SELL | conf=0.42 agree=2/2 | REJECTED: conf=0.42 < 0.54
2026-05-12 16:32:06,788 [INFO] SIGNAL ETH/USDT → BUY | conf=0.42 agree=2/2 | REJECTED: conf=0.42 < 0.54
2026-05-12 16:32:07,591 [INFO] SIGNAL BNB/USDT → BUY | conf=0.47 agree=2/2 | REJECTED: conf=0.47 < 0.54
2026-05-12 16:32:08,392 [INFO] SIGNAL XRP/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
2026-05-12 16:32:09,768 [INFO] SIGNAL AVAX/USDT → BUY | conf=0.35 agree=1/2 | REJECTED: conf=0.35 < 0.54
